primary_type,district,latitude,longitude,date
THEFT,2,41.822726993,-87.607786097,2010-11-05 04:00:00 +0000 UTC
NARCOTICS,2,41.814007401,-87.628331665,2004-03-22 23:00:00 +0000 UTC
CRIMINAL DAMAGE,2,41.808987882,-87.610193317,2025-02-01 01:00:00 +0000 UTC
BATTERY,2,41.805162792,-87.62435004,2004-09-06 14:00:00 +0000 UTC
BATTERY,3,41.781576603,-87.615660095,2008-06-27 03:05:38 +0000 UTC
BURGLARY,3,41.783316167,-87.593120705,2018-05-29 04:30:00 +0000 UTC
INTERFERENCE WITH PUBLIC OFFICER,3,41.767040601,-87.572659346,2015-06-20 00:57:00 +0000 UTC
CRIMINAL DAMAGE,4,41.746967261,-87.591731807,2016-07-25 12:15:00 +0000 UTC
OTHER OFFENSE,4,41.751421712,-87.592226582,2015-09-15 23:00:00 +0000 UTC
CRIMINAL TRESPASS,4,41.736071276,-87.582268832,2012-03-23 10:00:00 +0000 UTC
THEFT,4,41.729160106,-87.58548161,2009-03-20 23:00:00 +0000 UTC
ROBBERY,4,41.751613643,-87.575373855,2008-10-15 14:00:00 +0000 UTC
ASSAULT,4,41.751383531,-87.552889749,2025-03-11 21:45:00 +0000 UTC
CRIMINAL DAMAGE,4,41.745625144,-87.558848194,2007-02-02 00:50:00 +0000 UTC
BATTERY,4,41.733228249,-87.54700218,2005-07-22 17:41:27 +0000 UTC
CRIMINAL DAMAGE,4,41.727840294,-87.546873728,2014-03-17 14:50:00 +0000 UTC
CRIMINAL DAMAGE,4,41.709424749,-87.569065005,2001-09-06 05:30:00 +0000 UTC
CRIMINAL SEXUAL ASSAULT,4,41.705594242,-87.532869918,2024-08-31 02:00:00 +0000 UTC
BATTERY,4,41.696865675,-87.541348661,2010-11-28 15:25:00 +0000 UTC
BURGLARY,4,41.705523075,-87.534079302,2018-04-05 15:00:00 +0000 UTC
CRIMINAL DAMAGE,4,41.713262484,-87.538891266,2013-02-04 23:00:00 +0000 UTC
OFFENSE INVOLVING CHILDREN,4,41.658180115,-87.547132679,2022-05-24 15:50:00 +0000 UTC
CRIMINAL DAMAGE,5,41.715896683,-87.598216838,2017-06-15 22:30:00 +0000 UTC
CRIMINAL DAMAGE,5,41.696190851,-87.626393969,2007-03-26 10:00:00 +0000 UTC
OTHER OFFENSE,5,41.699773106,-87.631466621,2013-02-06 00:00:00 +0000 UTC
BATTERY,5,41.671795569,-87.628483749,2017-08-12 22:15:00 +0000 UTC
BATTERY,5,41.692602093,-87.62163683,2024-10-01 16:00:00 +0000 UTC
ASSAULT,6,41.757154442,-87.653913374,2003-02-13 14:00:00 +0000 UTC
BATTERY,6,41.741058041,-87.644977652,2002-05-10 02:41:47 +0000 UTC
MOTOR VEHICLE THEFT,6,41.737184009,-87.649730844,2008-06-11 02:00:00 +0000 UTC
CRIMINAL DAMAGE,6,41.752567568,-87.610115978,2004-05-15 14:30:00 +0000 UTC
PUBLIC PEACE VIOLATION,6,41.75114465,-87.613393556,2002-04-06 08:40:00 +0000 UTC
ASSAULT,6,41.745210123,-87.600161796,2014-11-03 00:26:00 +0000 UTC
THEFT,6,41.746926625,-87.605114972,2006-10-01 12:00:00 +0000 UTC
CRIMINAL DAMAGE,6,41.745394001,-87.600163368,2018-10-12 01:51:00 +0000 UTC
CRIMINAL TRESPASS,6,41.748983725,-87.601482091,2007-07-30 19:11:00 +0000 UTC
OTHER OFFENSE,6,41.723162201,-87.625080049,2007-09-29 09:00:00 +0000 UTC
BATTERY,7,41.780667871,-87.664250148,2008-09-13 21:26:00 +0000 UTC
NARCOTICS,7,41.788142333,-87.660791609,2008-01-15 13:20:00 +0000 UTC
OTHER OFFENSE,7,41.78994507,-87.65840759,2009-03-31 01:48:00 +0000 UTC
BATTERY,7,41.784253997,-87.66555118,2024-03-20 01:34:00 +0000 UTC
ASSAULT,7,41.780638614,-87.671517277,2003-12-04 14:50:00 +0000 UTC
CRIMINAL DAMAGE,7,41.780376568,-87.672715216,2006-09-21 18:30:00 +0000 UTC
THEFT,7,41.774715727,-87.67378148,2011-07-07 13:30:00 +0000 UTC
BATTERY,7,41.759164899,-87.634510669,2002-09-27 20:51:21 +0000 UTC
ASSAULT,7,41.764321259,-87.650454531,2006-12-16 19:35:00 +0000 UTC
BURGLARY,8,41.810554229,-87.750572854,2009-05-19 03:55:00 +0000 UTC
THEFT,8,41.801102152,-87.746649837,2014-11-13 09:00:00 +0000 UTC
CRIMINAL DAMAGE,8,41.803671998,-87.703846021,2013-06-17 16:05:00 +0000 UTC
CRIMINAL TRESPASS,8,41.792486962,-87.705976037,2005-05-10 20:50:00 +0000 UTC
THEFT,8,41.781064209,-87.680671655,2005-05-03 18:10:00 +0000 UTC
OTHER OFFENSE,8,41.783872779,-87.686212731,2023-08-28 07:46:00 +0000 UTC
ASSAULT,8,41.773770768,-87.685192482,2010-10-26 09:30:00 +0000 UTC
THEFT,8,41.76472405,-87.681530063,2023-06-28 08:00:00 +0000 UTC
BATTERY,8,41.750589918,-87.710547252,2012-02-13 10:40:00 +0000 UTC
ASSAULT,8,41.745599369,-87.684021126,2020-02-20 12:24:00 +0000 UTC
CRIMINAL DAMAGE,8,41.753522885,-87.697889761,2019-02-19 11:00:00 +0000 UTC
CRIMINAL DAMAGE,9,41.814780909,-87.691950817,2008-03-11 19:50:00 +0000 UTC
OFFENSE INVOLVING CHILDREN,9,41.837490202,-87.660840305,2018-07-07 00:30:00 +0000 UTC
THEFT,9,41.805959206,-87.653962822,2004-05-17 20:43:00 +0000 UTC
MOTOR VEHICLE THEFT,9,41.805919708,-87.65517363,2004-11-20 09:00:00 +0000 UTC
THEFT,9,41.837256525,-87.637731368,2003-10-08 00:00:00 +0000 UTC
BATTERY,9,41.823628586,-87.632779182,2020-07-07 09:10:00 +0000 UTC
NARCOTICS,9,41.805014366,-87.633260753,2006-05-29 06:42:26 +0000 UTC
NARCOTICS,10,41.863784721,-87.732442455,2004-06-22 15:20:00 +0000 UTC
NARCOTICS,10,41.86566201,-87.728823362,2004-12-23 11:25:27 +0000 UTC
OTHER OFFENSE,10,41.854505163,-87.722328639,2013-04-08 16:30:00 +0000 UTC
BATTERY,10,41.863673591,-87.708026647,2011-03-17 23:49:00 +0000 UTC
NARCOTICS,10,41.859017373,-87.711203277,2008-12-06 04:14:23 +0000 UTC
BURGLARY,10,41.847546944,-87.708781964,2010-07-13 07:30:00 +0000 UTC
ROBBERY,10,41.837890287,-87.723154592,2014-09-27 23:53:00 +0000 UTC
MOTOR VEHICLE THEFT,10,41.837985645,-87.715836332,2024-01-30 16:30:00 +0000 UTC
BURGLARY,10,41.849452862,-87.699022343,2013-07-23 07:10:00 +0000 UTC
OTHER OFFENSE,10,41.844542724,-87.702891376,2006-02-06 11:36:20 +0000 UTC
BATTERY,11,41.894272651,-87.726052394,2008-05-05 07:30:14 +0000 UTC
CRIMINAL DAMAGE,11,41.899714598,-87.728674939,2008-08-06 09:30:00 +0000 UTC
BATTERY,11,41.896364147,-87.716343137,2003-10-22 11:40:00 +0000 UTC
BATTERY,11,41.898167099,-87.722500313,2004-03-25 15:30:00 +0000 UTC
BATTERY,11,41.898044986,-87.717619897,2010-05-21 23:20:00 +0000 UTC
WEAPONS VIOLATION,11,41.896136014,-87.722435188,2004-01-20 16:51:16 +0000 UTC
PROSTITUTION,11,41.880300708,-87.737917086,2021-02-05 21:01:00 +0000 UTC
NARCOTICS,11,41.883023098,-87.725883512,2001-08-16 22:55:00 +0000 UTC
BATTERY,11,41.87877452,-87.733623975,2009-05-25 17:35:00 +0000 UTC
NARCOTICS,11,41.895513193,-87.710705961,2025-01-18 08:53:00 +0000 UTC
BATTERY,11,41.87891831,-87.721861126,2019-07-19 16:00:00 +0000 UTC
THEFT,11,41.880905236,-87.71216242,2017-06-23 02:00:00 +0000 UTC
NARCOTICS,11,41.880906689,-87.711923717,2002-07-17 15:00:00 +0000 UTC
NARCOTICS,11,41.880224549,-87.688248952,2005-01-06 15:06:00 +0000 UTC
BATTERY,11,41.866024165,-87.73562285,2010-06-30 18:05:00 +0000 UTC
WEAPONS VIOLATION,11,41.869565495,-87.743292654,2011-05-11 20:45:00 +0000 UTC
NARCOTICS,11,41.872559142,-87.723786945,2016-03-15 12:03:00 +0000 UTC
BATTERY,11,41.876655574,-87.71085966,2025-01-01 06:30:00 +0000 UTC
CRIMINAL DAMAGE,12,41.897826874,-87.689361092,2017-01-08 22:00:00 +0000 UTC
CRIMINAL DAMAGE,12,41.88155072,-87.661098246,2004-05-07 20:30:00 +0000 UTC
BATTERY,12,41.888525948,-87.644322264,2023-09-15 22:30:00 +0000 UTC
CRIMINAL DAMAGE,12,41.882183312,-87.679885986,2024-05-08 11:00:00 +0000 UTC
BATTERY,12,41.867608211,-87.680298775,2007-09-19 22:27:33 +0000 UTC
ASSAULT,12,41.868713924,-87.683646889,2012-04-04 07:15:00 +0000 UTC
THEFT,12,41.87964349,-87.666751182,2025-04-21 23:30:00 +0000 UTC
THEFT,12,41.878256992,-87.681457205,2022-03-02 00:00:00 +0000 UTC
THEFT,12,41.875155116,-87.667906709,2020-08-28 15:45:00 +0000 UTC
BATTERY,12,41.865145996,-87.662103493,2014-07-25 20:20:00 +0000 UTC
ROBBERY,12,41.899655465,-87.670712189,2005-06-07 20:21:14 +0000 UTC
ROBBERY,12,41.894481718,-87.667243345,2008-08-25 07:10:00 +0000 UTC
ROBBERY,12,41.881320257,-87.701215353,2006-11-15 02:30:00 +0000 UTC
CRIMINAL DAMAGE,14,41.936466808,-87.714019849,2024-04-17 14:00:00 +0000 UTC
THEFT,14,41.925609901,-87.70931835,2002-08-16 00:00:00 +0000 UTC
NARCOTICS,14,41.918521903,-87.711911651,2008-12-06 21:05:00 +0000 UTC
BATTERY,14,41.907334049,-87.710462534,2006-04-01 00:35:00 +0000 UTC
NARCOTICS,14,41.91283615,-87.715016201,2009-03-27 23:59:00 +0000 UTC
CRIMINAL DAMAGE,14,41.909171686,-87.685970089,2009-04-15 21:00:00 +0000 UTC
THEFT,14,41.931484203,-87.686802934,2023-01-11 11:00:00 +0000 UTC
BATTERY,14,41.916773447,-87.667772148,2021-04-10 19:40:00 +0000 UTC
PROSTITUTION,14,41.910995506,-87.687237513,2005-09-22 08:50:00 +0000 UTC
ASSAULT,15,41.882203893,-87.767508508,2013-09-12 11:30:00 +0000 UTC
THEFT,15,41.894859359,-87.764528249,2007-12-13 21:40:00 +0000 UTC
THEFT,15,41.874863121,-87.753770972,2009-05-01 08:00:00 +0000 UTC
THEFT,15,41.877653187,-87.748193765,2012-01-29 21:00:00 +0000 UTC
OTHER OFFENSE,16,42.003195455,-87.812486249,2017-08-02 21:05:00 +0000 UTC
BURGLARY,16,41.985805354,-87.804657425,2005-10-24 16:00:00 +0000 UTC
BURGLARY,17,41.96667556,-87.702508634,2006-09-09 03:15:00 +0000 UTC
THEFT,17,41.960211239,-87.708216117,2002-12-11 14:47:00 +0000 UTC
OTHER OFFENSE,17,41.952636295,-87.705532949,2016-09-15 07:40:00 +0000 UTC
BATTERY,18,41.911121846,-87.649810542,2008-12-06 17:20:00 +0000 UTC
BATTERY,18,41.918220385,-87.638252691,2001-12-23 03:20:00 +0000 UTC
THEFT,18,41.911343842,-87.63471588,2023-08-18 11:25:00 +0000 UTC
DECEPTIVE PRACTICE,18,41.92562526,-87.638411174,2014-04-01 09:00:00 +0000 UTC
NARCOTICS,18,41.901794019,-87.627998616,2010-03-14 21:45:00 +0000 UTC
THEFT,18,41.888993854,-87.626934833,2017-10-15 16:40:00 +0000 UTC
CRIMINAL DAMAGE,19,41.9685234,-87.700195851,2020-04-20 10:00:00 +0000 UTC
OTHER OFFENSE,19,41.964012825,-87.687547826,2008-06-04 08:00:00 +0000 UTC
CRIMINAL DAMAGE,19,41.946779009,-87.685082478,2004-03-26 14:00:00 +0000 UTC
THEFT,19,,,2021-12-24 11:50:00 +0000 UTC
CRIMINAL TRESPASS,19,41.953552585,-87.647905229,2019-09-27 02:15:00 +0000 UTC
DECEPTIVE PRACTICE,19,41.925078949,-87.673734337,2022-11-25 20:00:00 +0000 UTC
CRIMINAL DAMAGE,19,41.928094657,-87.66327407,2001-07-21 18:00:00 +0000 UTC
BATTERY,20,41.989299931,-87.690845597,2010-06-08 02:30:00 +0000 UTC
DECEPTIVE PRACTICE,20,41.989575829,-87.689639993,2024-12-03 13:00:00 +0000 UTC
CRIMINAL DAMAGE,20,41.988805637,-87.670038558,2001-08-13 03:09:00 +0000 UTC
DECEPTIVE PRACTICE,20,41.986113605,-87.660142782,2007-11-06 13:00:00 +0000 UTC
BATTERY,20,41.971905396,-87.657552783,2001-03-13 23:30:00 +0000 UTC
BATTERY,20,41.975151721,-87.698898226,2006-07-24 13:15:00 +0000 UTC
ROBBERY,22,41.722578383,-87.662706548,2002-08-12 13:05:00 +0000 UTC
BATTERY,22,41.729564147,-87.65315275,2003-02-04 18:00:00 +0000 UTC
THEFT,22,41.731884786,-87.6455995,2007-09-26 10:37:00 +0000 UTC
MOTOR VEHICLE THEFT,22,41.733680136,-87.639758673,2001-12-30 03:00:00 +0000 UTC
DECEPTIVE PRACTICE,22,41.684789786,-87.6633151,2025-03-02 23:04:00 +0000 UTC
BATTERY,19,41.963914345,-87.654772932,2009-08-24 20:00:00 +0000 UTC
THEFT,19,41.948131367,-87.649510899,2009-06-04 19:40:00 +0000 UTC
DECEPTIVE PRACTICE,24,42.016590052,-87.690206666,2015-02-15 11:30:00 +0000 UTC
THEFT,24,42.000015043,-87.691164579,2016-10-16 17:00:00 +0000 UTC
NARCOTICS,24,42.019828251,-87.669491758,2019-03-15 13:59:00 +0000 UTC
CRIMINAL DAMAGE,24,42.002977745,-87.660796524,2003-12-10 21:00:00 +0000 UTC
MOTOR VEHICLE THEFT,25,41.936509582,-87.78446451,2024-09-09 19:30:00 +0000 UTC
THEFT,25,41.909926492,-87.777675321,2004-10-17 17:30:00 +0000 UTC
THEFT,25,41.937312783,-87.764000462,2004-07-24 02:00:00 +0000 UTC
THEFT,25,41.938818641,-87.747491584,2012-08-31 16:21:00 +0000 UTC
INTERFERENCE WITH PUBLIC OFFICER,25,41.924250125,-87.745456849,2011-12-07 23:08:00 +0000 UTC
OTHER OFFENSE,25,41.918155398,-87.720307252,2003-05-30 01:00:00 +0000 UTC
ROBBERY,25,41.909520216,-87.754320927,2003-01-18 01:00:00 +0000 UTC
BATTERY,25,41.909664252,-87.742728815,2018-05-24 23:40:00 +0000 UTC
BATTERY,25,41.904384809,-87.732241912,2013-12-14 21:25:00 +0000 UTC
DECEPTIVE PRACTICE,1,41.885481891,-87.627935689,2023-11-29 13:13:00 +0000 UTC
THEFT,1,41.877578503,-87.629282088,2014-01-17 17:16:00 +0000 UTC
THEFT,1,41.880579428,-87.627732563,2005-11-01 09:00:00 +0000 UTC
CRIMINAL TRESPASS,1,41.878260207,-87.625448401,2006-05-01 07:30:00 +0000 UTC
WEAPONS VIOLATION,1,41.841142759,-87.625215429,2014-11-12 08:40:00 +0000 UTC
THEFT,2,41.830168138,-87.617198042,2022-08-21 23:00:00 +0000 UTC
CRIMINAL DAMAGE,2,41.825756866,-87.60781793,2016-10-09 02:00:00 +0000 UTC
BATTERY,2,41.830206386,-87.627812707,2016-07-20 03:45:00 +0000 UTC
DECEPTIVE PRACTICE,3,,,2018-05-05 00:00:00 +0000 UTC
ASSAULT,3,41.765759597,-87.612328459,2024-05-28 02:24:00 +0000 UTC
ROBBERY,3,41.758806583,-87.58628836,2001-03-09 07:15:00 +0000 UTC
PUBLIC PEACE VIOLATION,3,41.759149092,-87.576146504,2006-03-15 16:16:56 +0000 UTC
THEFT,3,41.762945974,-87.561528262,2009-10-19 09:00:00 +0000 UTC
ROBBERY,4,41.744334485,-87.568555868,2005-10-29 11:46:11 +0000 UTC
BURGLARY,4,41.752459682,-87.579666374,2018-08-25 13:00:00 +0000 UTC
NARCOTICS,4,41.752509505,-87.577225034,2009-03-18 21:05:00 +0000 UTC
BATTERY,3,41.758607126,-87.561510616,2004-12-17 18:30:00 +0000 UTC
OTHER OFFENSE,4,41.756128508,-87.552498749,2010-06-30 06:00:00 +0000 UTC
BATTERY,4,41.749362899,-87.564981816,2019-11-14 08:14:00 +0000 UTC
BATTERY,4,41.730046419,-87.553675621,2011-02-23 16:30:00 +0000 UTC
OTHER OFFENSE,4,41.728852906,-87.554118677,2009-03-26 10:22:00 +0000 UTC
ROBBERY,4,41.721585181,-87.575334909,2021-03-25 11:50:00 +0000 UTC
CRIMINAL DAMAGE,4,41.701757888,-87.534081988,2011-09-17 19:30:00 +0000 UTC
CRIMINAL DAMAGE,4,41.649801855,-87.547165039,2006-11-21 12:30:53 +0000 UTC
BATTERY,5,41.709225525,-87.608195821,2008-05-12 16:45:00 +0000 UTC
ASSAULT,5,41.704848472,-87.623603835,2001-05-22 11:15:00 +0000 UTC
THEFT,5,41.666455823,-87.62281056,2001-12-05 15:30:00 +0000 UTC
BURGLARY,5,41.679684227,-87.640452258,2010-08-30 10:30:00 +0000 UTC
BATTERY,6,41.751369466,-87.66467543,2009-06-16 16:00:00 +0000 UTC
CRIMINAL DAMAGE,6,41.74772245,-87.669436863,2012-05-17 04:00:00 +0000 UTC
BATTERY,6,41.750655397,-87.643233341,2007-07-12 17:45:00 +0000 UTC
THEFT,6,41.752150561,-87.64041743,2008-10-24 19:30:00 +0000 UTC
OTHER OFFENSE,6,41.750113449,-87.634388969,2024-04-21 13:59:00 +0000 UTC
DECEPTIVE PRACTICE,6,41.750940757,-87.625185222,2004-05-09 01:30:00 +0000 UTC
ROBBERY,6,41.745157485,-87.601375306,2008-06-12 01:45:00 +0000 UTC
BURGLARY,6,41.735674463,-87.60894258,2012-08-11 17:00:00 +0000 UTC
THEFT,7,41.792064843,-87.632932296,2010-02-02 18:00:00 +0000 UTC
MOTOR VEHICLE THEFT,7,41.782466265,-87.660641936,2011-10-22 00:00:00 +0000 UTC
BATTERY,7,41.779451037,-87.664530441,2004-12-01 22:00:00 +0000 UTC
BATTERY,7,41.775709694,-87.640761478,2011-11-16 07:00:00 +0000 UTC
BURGLARY,7,41.778259115,-87.648539542,2001-03-02 19:38:05 +0000 UTC
THEFT,7,41.773212605,-87.667726005,2020-10-26 16:25:00 +0000 UTC
BATTERY,7,41.769578933,-87.672441104,2004-10-06 21:30:00 +0000 UTC
BATTERY,7,41.75915642,-87.626396045,2003-01-19 11:55:00 +0000 UTC
THEFT,7,41.769185486,-87.625732415,2011-10-03 11:30:00 +0000 UTC
WEAPONS VIOLATION,7,41.758953628,-87.649107679,2005-01-27 12:00:00 +0000 UTC
OTHER OFFENSE,8,41.788220559,-87.765790913,2005-11-27 14:00:00 +0000 UTC
ROBBERY,8,41.778626265,-87.725509537,2012-09-01 14:10:00 +0000 UTC
THEFT,8,41.778556782,-87.722756805,2015-03-04 10:00:00 +0000 UTC
MOTOR VEHICLE THEFT,8,41.792400462,-87.729262865,2013-12-16 07:00:00 +0000 UTC
CRIMINAL DAMAGE,8,41.790637495,-87.735340943,2020-12-18 14:30:00 +0000 UTC
NARCOTICS,8,41.814916301,-87.743856879,2008-07-14 17:06:59 +0000 UTC
ROBBERY,8,41.799938162,-87.734865724,2009-07-01 22:50:00 +0000 UTC
CRIMINAL DAMAGE,8,41.79798376,-87.723298581,2007-05-25 17:08:00 +0000 UTC
BATTERY,8,,,2009-10-07 15:30:00 +0000 UTC
BATTERY,8,41.784111527,-87.688652292,2006-03-24 14:45:00 +0000 UTC
OTHER OFFENSE,8,41.783699643,-87.693518311,2024-01-18 15:00:00 +0000 UTC
BATTERY,8,41.765724698,-87.685717004,2011-09-04 21:50:00 +0000 UTC
CRIMINAL DAMAGE,8,41.751711239,-87.723645285,2009-10-07 20:30:00 +0000 UTC
BURGLARY,8,41.750592186,-87.710459277,2015-10-05 14:00:00 +0000 UTC
DECEPTIVE PRACTICE,9,41.827373751,-87.682568055,2016-12-09 07:00:00 +0000 UTC
CRIMINAL TRESPASS,9,41.820611549,-87.690799365,2004-05-24 16:53:16 +0000 UTC
ROBBERY,9,41.825323786,-87.642622856,2021-11-13 17:30:00 +0000 UTC
THEFT,9,,,2009-02-28 09:00:00 +0000 UTC
NARCOTICS,9,41.804878447,-87.673824326,2019-02-22 21:32:00 +0000 UTC
OTHER OFFENSE,9,41.796880353,-87.648748416,2024-05-08 16:09:00 +0000 UTC
BATTERY,10,41.86506997,-87.726358198,2017-06-15 01:55:00 +0000 UTC
INTERFERENCE WITH PUBLIC OFFICER,10,41.863919757,-87.722664867,2019-12-22 22:01:00 +0000 UTC
BATTERY,10,41.860488122,-87.731775835,2001-10-11 12:30:00 +0000 UTC
BATTERY,10,41.851047117,-87.727977312,2007-03-13 23:03:00 +0000 UTC
THEFT,10,41.85199252,-87.688888738,2024-07-25 13:00:00 +0000 UTC
OTHER OFFENSE,10,41.845624009,-87.709938404,2004-06-30 19:50:00 +0000 UTC
BATTERY,10,41.837768756,-87.729236396,2012-10-27 17:30:00 +0000 UTC
BATTERY,11,41.899832091,-87.732236859,2014-06-05 16:30:00 +0000 UTC
OTHER OFFENSE,11,41.901729932,-87.726275604,2024-07-29 08:41:00 +0000 UTC
THEFT,11,41.876959033,-87.735961599,2016-06-22 08:00:00 +0000 UTC
OTHER OFFENSE,11,41.881893071,-87.73858166,2016-03-20 12:30:00 +0000 UTC
NARCOTICS,11,41.883294122,-87.731492186,2010-10-18 12:20:00 +0000 UTC
NARCOTICS,11,41.896068297,-87.713892414,2024-11-10 16:35:00 +0000 UTC
OTHER OFFENSE,11,41.90046205,-87.709372247,2006-02-14 20:00:00 +0000 UTC
ASSAULT,11,41.878334451,-87.69722762,2003-05-07 10:00:00 +0000 UTC
THEFT,11,41.877566158,-87.694279321,2001-07-11 12:00:00 +0000 UTC
CRIMINAL DAMAGE,11,41.873510659,-87.720554136,2023-11-10 12:17:00 +0000 UTC
NARCOTICS,11,41.868180939,-87.709271389,2008-11-25 09:00:00 +0000 UTC
CRIMINAL DAMAGE,11,41.87457119,-87.689679048,2004-05-06 22:30:43 +0000 UTC
BATTERY,12,41.90316852,-87.678441462,2021-05-02 01:14:00 +0000 UTC
BATTERY,12,41.901646258,-87.663826163,2006-01-16 21:30:00 +0000 UTC
THEFT,14,41.918045104,-87.706989082,2004-07-15 13:00:00 +0000 UTC
THEFT,14,41.910548228,-87.710082273,2010-08-03 10:50:00 +0000 UTC
THEFT,14,41.91191242,-87.709128479,2010-04-02 07:00:00 +0000 UTC
DECEPTIVE PRACTICE,14,41.903218422,-87.675649156,2002-11-01 09:00:00 +0000 UTC
CRIMINAL DAMAGE,14,41.910423537,-87.680722233,2014-07-27 01:00:00 +0000 UTC
CRIMINAL DAMAGE,15,41.880367915,-87.755370011,2024-06-30 09:16:00 +0000 UTC
ROBBERY,15,41.894908541,-87.758423377,2016-12-01 12:00:00 +0000 UTC
THEFT,15,41.900974974,-87.753296145,2019-07-20 11:30:00 +0000 UTC
CRIMINAL DAMAGE,16,41.977730236,-87.846469859,2002-04-08 19:30:00 +0000 UTC
THEFT,16,41.995614268,-87.756454752,2022-10-28 06:30:00 +0000 UTC
OTHER OFFENSE,16,41.959704068,-87.755999306,2003-09-30 10:45:00 +0000 UTC
THEFT,16,41.958546416,-87.7869226,2001-01-16 20:00:00 +0000 UTC
BATTERY,16,41.939255679,-87.784856293,2021-11-02 22:05:00 +0000 UTC
PUBLIC PEACE VIOLATION,17,41.975575384,-87.734342161,2001-07-03 21:15:00 +0000 UTC
THEFT,17,41.983052236,-87.710416544,2009-06-10 21:40:00 +0000 UTC
THEFT,17,41.955970301,-87.740599272,2013-04-24 00:00:00 +0000 UTC
THEFT,17,41.953436358,-87.746273229,2011-03-06 13:00:00 +0000 UTC
THEFT,17,41.959398293,-87.704076808,2008-07-31 22:00:00 +0000 UTC
OTHER OFFENSE,17,41.947047744,-87.745721641,2003-03-11 06:00:00 +0000 UTC
MOTOR VEHICLE THEFT,18,41.908570145,-87.652192619,2007-11-03 00:15:00 +0000 UTC
OTHER OFFENSE,18,41.895969036,-87.637160727,2002-11-30 19:38:00 +0000 UTC
THEFT,18,41.89364542,-87.634122793,2019-01-12 13:00:00 +0000 UTC
THEFT,18,41.892569818,-87.62208039,2009-02-17 03:40:00 +0000 UTC
MOTOR VEHICLE THEFT,18,41.889582108,-87.626649232,2024-04-03 00:30:00 +0000 UTC
PROSTITUTION,18,41.893710201,-87.626772679,2012-07-25 18:30:00 +0000 UTC
BURGLARY,19,41.954733625,-87.693244304,2007-05-21 22:38:59 +0000 UTC
ASSAULT,19,41.965394976,-87.657820148,2024-03-25 10:50:00 +0000 UTC
THEFT,19,41.960581285,-87.649877832,2016-11-03 22:30:00 +0000 UTC
ROBBERY,19,41.943564546,-87.654521935,2011-09-11 03:00:00 +0000 UTC
CRIMINAL DAMAGE,19,41.929313391,-87.674708667,2008-12-21 19:55:00 +0000 UTC
THEFT,19,41.936950249,-87.65765365,2011-05-30 18:45:00 +0000 UTC
CRIMINAL DAMAGE,19,41.935433272,-87.650330164,2003-08-25 20:45:00 +0000 UTC
THEFT,19,41.932738985,-87.648117094,2016-04-24 19:42:00 +0000 UTC
MOTOR VEHICLE THEFT,20,41.989433412,-87.655366388,2022-10-03 13:00:00 +0000 UTC
THEFT,2,41.804163707,-87.598558462,2003-02-08 02:30:00 +0000 UTC
BURGLARY,22,41.691554491,-87.708103736,2001-06-19 23:00:00 +0000 UTC
THEFT,22,41.701825217,-87.669696797,2009-05-14 17:30:00 +0000 UTC
THEFT,22,41.696208025,-87.663625011,2017-08-30 13:00:00 +0000 UTC
CRIMINAL DAMAGE,22,41.714724386,-87.674611268,2015-11-11 19:00:00 +0000 UTC
OTHER OFFENSE,22,41.718118187,-87.653716662,2004-04-22 21:10:00 +0000 UTC
ROBBERY,22,41.72802938,-87.662840357,2006-09-16 03:00:00 +0000 UTC
BATTERY,22,41.72620839,-87.651854701,2002-06-01 22:10:00 +0000 UTC
THEFT,22,41.735979638,-87.650256557,2002-07-04 12:00:00 +0000 UTC
ASSAULT,22,41.73341934,-87.641109727,2006-04-06 20:13:29 +0000 UTC
CRIMINAL DAMAGE,22,41.722742235,-87.63719125,2010-07-04 04:15:00 +0000 UTC
OTHER OFFENSE,22,41.704428202,-87.64154163,2003-10-03 12:00:00 +0000 UTC
BATTERY,22,41.687209598,-87.648301456,2006-07-17 00:00:00 +0000 UTC
CRIMINAL TRESPASS,19,41.947225886,-87.655545441,2011-04-25 19:33:00 +0000 UTC
THEFT,19,41.934868127,-87.638013151,2004-08-11 00:01:00 +0000 UTC
CRIMINAL TRESPASS,24,42.014622623,-87.683897196,2004-07-05 00:00:00 +0000 UTC
BATTERY,24,42.013177932,-87.680291032,2004-05-13 22:00:00 +0000 UTC
BATTERY,24,42.005267786,-87.661033635,2001-07-30 10:28:31 +0000 UTC
ASSAULT,24,41.998666791,-87.665525159,2005-04-25 00:15:46 +0000 UTC
CRIMINAL DAMAGE,25,41.923616747,-87.793048638,2022-03-13 17:30:00 +0000 UTC
OTHER OFFENSE,25,41.919263825,-87.758458346,2013-01-02 14:58:00 +0000 UTC
ROBBERY,25,41.923316108,-87.747412947,2007-11-09 17:20:00 +0000 UTC
BATTERY,25,41.936891547,-87.724681608,2005-08-03 05:30:00 +0000 UTC
BATTERY,25,41.937792194,-87.720655828,2015-05-09 03:00:00 +0000 UTC
BATTERY,25,41.911911331,-87.759417088,2005-04-24 12:00:00 +0000 UTC
CRIM SEXUAL ASSAULT,25,41.909989881,-87.716965071,2007-06-11 16:00:00 +0000 UTC
THEFT,1,41.886127716,-87.626301698,2015-08-20 23:30:00 +0000 UTC
NARCOTICS,1,41.878931004,-87.639585621,2007-10-09 15:00:00 +0000 UTC
